,Healthy,Veg dessert,Non-Veg dessert,Veg,Non-veg
44,0.45999144201968334,0.004278990158322636,0.0,0.3281985451433462,0.20753102267864784
45,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
46,0.42078025477707004,0.05334394904458599,0.011146496815286623,0.28144904458598724,0.23328025477707007
47,0.463768115942029,0.07246376811594203,0.0,0.21739130434782608,0.2463768115942029
48,0.41911764705882354,0.03308823529411765,0.0,0.29044117647058826,0.25735294117647056
49,0.4254646105179913,0.057730328192961644,0.01818900751285093,0.3483590351917754,0.15025701858442073
50,0.4774869109947644,0.032460732984293195,0.017277486910994764,0.35706806282722514,0.11570680628272251
51,0.4349442379182156,0.05799256505576208,0.01858736059479554,0.27806691449814125,0.2104089219330855
52,0.396871945259042,0.06647116324535679,0.08602150537634409,0.2482893450635386,0.20234604105571846
53,0.42073897497020263,0.0029797377830750892,0.0,0.37842669845053634,0.19785458879618595
54,0.2,0.0,0.0,0.6,0.2
55,0.46979779882262607,0.001919631430765293,0.002431533145636038,0.3607627335551574,0.1650883030458152
56,0.4506934399727729,0.02127116480898494,0.005785756828043904,0.3579511614055986,0.16429847698459968
57,0.3732876712328767,0.059931506849315065,0.046232876712328765,0.4041095890410959,0.11643835616438356
58,0.3569620253164557,0.012658227848101266,0.012658227848101266,0.4278481012658228,0.189873417721519
59,0.0,0.0,0.0,1.0,0.0
60,0.43478260869565216,0.030100334448160536,0.033444816053511704,0.2709030100334448,0.23076923076923078
61,0.3825944170771757,0.12479474548440066,0.04926108374384237,0.31527093596059114,0.12807881773399016
62,0.43478260869565216,0.0,0.0,0.5108695652173914,0.05434782608695652
63,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
64,0.49110320284697506,0.0,0.0,0.33807829181494664,0.1708185053380783
65,0.3953997809419496,0.07228915662650602,0.07886089813800658,0.32256297918948523,0.13088718510405256
66,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714
67,0.4240506329113924,0.018459915611814346,0.005274261603375527,0.4282700421940928,0.1239451476793249
68,0.4955654101995565,0.011086474501108648,0.005543237250554324,0.3514412416851441,0.13636363636363635
69,0.453475935828877,0.01967914438502674,0.009197860962566844,0.39786096256684494,0.11978609625668449
70,0.43523316062176165,0.06217616580310881,0.03626943005181347,0.31088082901554404,0.15544041450777202
71,0.4387755102040816,0.03181272509003601,0.003001200480192077,0.3325330132052821,0.19387755102040816
72,0.49224084419615144,0.012414649286157667,0.012414649286157667,0.2737430167597765,0.20918684047175667
73,0.43257575757575756,0.030303030303030304,0.007575757575757576,0.37272727272727274,0.15681818181818183
74,0.330188679245283,0.0,0.0,0.3490566037735849,0.32075471698113206
75,0.4586206896551724,0.025,0.016379310344827588,0.2629310344827586,0.23706896551724138
76,0.6166666666666667,0.0,0.0,0.31666666666666665,0.06666666666666667
77,0.4650804519000342,0.00359465936323177,0.0025676138308798357,0.39455665867853473,0.1342006162273194
78,0.4679841897233202,0.037944664031620556,0.02292490118577075,0.3438735177865613,0.12727272727272726
79,0.0,0.0,0.0,0.0,1.0
80,0.49107142857142855,0.050595238095238096,0.00744047619047619,0.2544642857142857,0.19642857142857142
81,0.30454545454545456,0.04090909090909091,0.022727272727272728,0.45,0.18181818181818182
82,0.4299526846327916,0.05266406089282041,0.032812178564081466,0.3258588767743263,0.15871219913598025
83,0.5263157894736842,1.1102230246251565e-16,0.02631578947368421,0.3881578947368421,0.05921052631578947
84,0.4076655052264808,0.06097560975609756,0.03832752613240418,0.2804878048780488,0.21254355400696864
85,0.46604667485523776,0.017722407439901736,0.015265836111598525,0.33602386383576066,0.1649412177575013
86,0.5015544041450777,0.02383419689119171,0.0,0.44248704663212435,0.03212435233160622
87,0.39106145251396646,0.06424581005586592,0.08379888268156424,0.21787709497206703,0.2430167597765363
88,0.42857142857142855,0.0,0.0,0.39285714285714285,0.17857142857142858
89,0.4435542607428988,0.03750910415149308,0.024399126001456665,0.35943190094683175,0.13510560815731973
90,0.23809523809523808,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.0
91,0.4605678233438486,0.015772870662460567,0.010515247108307046,0.29547844374342797,0.21766561514195584
92,0.40236686390532544,0.14201183431952663,0.05325443786982249,0.23076923076923078,0.17159763313609466
93,0.4166666666666667,0.075,0.0,0.3458333333333333,0.1625
94,0.431735009852679,0.06139939320008758,0.02652403740890182,0.3231053141909856,0.15723624534734604
95,0.4199029126213592,0.020226537216828478,0.024271844660194174,0.32928802588996764,0.20631067961165048
96,0.45839874411302983,0.05337519623233909,0.007849293563579277,0.33437990580847726,0.14599686028257458
97,0.49037157580688906,0.0040683482506102524,0.0,0.33468944941687007,0.1708706265256306
98,0.5127602417730021,0.0083948959032908,0.0,0.3371390194761585,0.1417058428475487
99,0.4827586206896552,0.0,0.0,0.3949843260188088,0.12225705329153605
100,0.4775605133947799,0.0011198208286674132,0.0003445602549745887,0.359376345938496,0.1615987595830821
101,0.48854961832061067,0.0,0.0,0.13740458015267176,0.37404580152671757
102,0.2857142857142857,0.0,0.0,0.5714285714285714,0.14285714285714285
103,0.45694569456945694,0.021002100210021003,0.016201620162016202,0.32793279327932795,0.1779177917791779
104,0.40031152647975077,0.04205607476635514,0.04672897196261682,0.3917445482866044,0.1191588785046729
105,0.47213658999288594,0.01304244723737254,0.0011856770215793219,0.3493004505572682,0.164334835190894
106,0.4375,0.049342105263157895,0.01644736842105263,0.3815789473684211,0.11513157894736842
107,0.4551971326164875,0.0035842293906810036,0.0035842293906810036,0.3655913978494624,0.17204301075268819
108,0.4334555779013368,0.02602626286525494,0.01360463740683781,0.34366497101620724,0.18324855081036318
109,0.42024202420242024,0.06050605060506051,0.0407040704070407,0.32453245324532454,0.15401540154015403
110,0.47966207759699625,0.012202753441802253,0.020963704630788487,0.324468085106383,0.16270337922403003
111,0.4126984126984127,0.06349206349206349,0.031746031746031744,0.3333333333333333,0.15873015873015872
112,0.4475213675213675,0.024957264957264958,0.0211965811965812,0.3121367521367521,0.19418803418803418
113,0.2,0.0,0.0,0.6,0.2
114,0.4180161943319838,0.04554655870445344,0.013157894736842105,0.3522267206477733,0.17105263157894737
115,0.765625,0.078125,0.078125,0.078125,0.0
116,0.75,0.0,0.0,0.0,0.25
117,0.5522388059701493,0.0,0.07462686567164178,0.13432835820895522,0.23880597014925373
118,0.5044510385756676,0.02967359050445104,0.025222551928783383,0.29673590504451036,0.14391691394658754
119,0.4365079365079365,5.551115123125783e-17,5.551115123125783e-17,0.4603174603174603,0.10317460317460317
120,0.403530895334174,0.04287515762925599,0.031525851197982346,0.3240857503152585,0.19798234552332913
121,0.4571301643713905,0.01776988005330964,0.028876055086628164,0.2612172367836517,0.23500666370502
122,0.475765306122449,0.032525510204081634,0.014668367346938776,0.33290816326530615,0.1441326530612245
123,0.41155234657039713,0.15162454873646208,0.032490974729241874,0.26714801444043323,0.1371841155234657
124,0.45642795513373596,0.013065450511524714,0.003944286946875385,0.3738444471835326,0.15271786022433131
125,0.37755102040816324,0.05102040816326531,1.1102230246251565e-16,0.37755102040816324,0.19387755102040816
126,0.3333333333333333,0.0,0.0,0.5555555555555556,0.1111111111111111
127,0.3833605220228385,0.02936378466557912,0.040783034257748776,0.27732463295269166,0.26916802610114193
128,0.45197528552705485,0.03182924545965175,0.027897397491106535,0.3315858453473132,0.15671222617487363
129,0.42610364683301344,0.10748560460652591,0.023032629558541268,0.29558541266794625,0.14779270633397312
130,0.4244726937007315,0.05198494425111853,0.03259711668205383,0.3238406363184433,0.16710460904765287
131,0.4605543710021322,0.008528784648187633,0.07462686567164178,0.31130063965884863,0.14498933901918976
132,0.4478449375159398,0.061846467737821986,0.011349145626115787,0.35093088497832187,0.12802856414180055
133,1.0,0.0,0.0,0.0,0.0
134,0.43478260869565216,5.551115123125783e-17,5.551115123125783e-17,0.34782608695652173,0.21739130434782608
135,0.4551645856980704,0.022701475595913734,0.011350737797956867,0.29284903518728717,0.21793416572077184
136,0.3225806451612903,0.0,0.0,0.3225806451612903,0.3548387096774194
137,0.4495985727029438,0.028991971454058876,0.016280107047279214,0.3476806422836753,0.15744870651204282
138,0.42718446601941745,0.05339805825242718,0.03640776699029126,0.2779126213592233,0.20509708737864077
139,0.3626062322946176,0.059490084985835696,0.05099150141643059,0.3068932955618508,0.22001888574126535
140,0.5359712230215827,0.0,0.03597122302158273,0.302158273381295,0.12589928057553956
141,0.46238532110091746,0.024392876416621693,0.007015650296815974,0.3357798165137615,0.17042633567188342
142,0.45977011494252873,0.0,0.0,0.13793103448275862,0.40229885057471265
143,0.42444981213097155,0.052871712292002146,0.021068169618894256,0.3203166935050993,0.18129361245303274
144,0.47368421052631576,0.0,0.0,0.2631578947368421,0.2631578947368421
145,0.47591522157996147,0.0,0.009633911368015413,0.3737957610789981,0.14065510597302505
146,0.4550561797752809,0.004435245416913069,0.0029568302779420462,0.4059727971614429,0.13157894736842105
147,0.496875,0.0,0.0,0.409375,0.09375
148,0.26229508196721313,0.0,0.0,0.28688524590163933,0.45081967213114754
149,1.0,0.0,0.0,0.0,0.0
150,0.39712918660287083,0.009569377990430622,0.04784688995215311,0.28708133971291866,0.2583732057416268
151,0.4271662763466042,0.023887587822014052,0.00702576112412178,0.48384074941451993,0.05807962529274005
152,0.4309954751131222,0.005656108597285068,0.033936651583710405,0.37895927601809953,0.1504524886877828
153,0.5609756097560976,0.06097560975609756,0.06097560975609756,0.1951219512195122,0.12195121951219512
154,0.4454106280193237,0.018357487922705314,0.0,0.3893719806763285,0.1468599033816425
155,0.7777777777777778,0.0,0.0,0.1111111111111111,0.1111111111111111
156,0.46550843127235564,0.01481859989780276,0.009197751660705161,0.39908022483392946,0.11139499233520694
157,0.45447924253459576,0.035688273852876914,0.013838310269482883,0.3466860888565186,0.14930808448652585
158,0.75,0.0,0.0,0.0,0.25
159,0.40935844614479105,0.06062389640965274,0.0164802825191289,0.3187168922895821,0.1948204826368452
160,0.38305084745762713,0.04406779661016949,0.00903954802259887,0.3016949152542373,0.2621468926553672
161,0.5714285714285714,1.1102230246251565e-16,0.07142857142857142,0.014285714285714285,0.34285714285714286
162,0.43503937007874016,0.045275590551181105,0.027559055118110236,0.28937007874015747,0.20275590551181102
163,0.41017488076311603,0.028616852146263912,0.0397456279809221,0.27503974562798095,0.246422893481717
164,0.46185455109319273,0.024499922468599784,0.00596991781671577,0.3473406729725539,0.16033493564893783
165,0.4942389326864767,0.003941782898726501,0.0027289266221952697,0.3550636749545179,0.14402668283808367
166,0.431924882629108,0.0892018779342723,0.023474178403755867,0.3427230046948357,0.11267605633802817
167,0.6428571428571429,0.0,0.0,0.35714285714285715,0.0
168,0.4539249146757679,0.011051519583942793,0.007476027953843654,0.3227693807898586,0.20477815699658702
169,0.4297820823244552,0.053268765133171914,0.046610169491525424,0.3341404358353511,0.13619854721549637
170,0.46219442865264354,0.06765207504263786,0.013075611142694713,0.2910744741330301,0.16600341102899374
171,0.4078549848942598,0.06042296072507553,0.0445619335347432,0.4123867069486405,0.07477341389728097
172,0.4663046949856276,0.011018843819865858,0.006068348770360907,0.30932609389971255,0.2072820185244331
173,0.4375,0.0,0.0,0.4375,0.125
174,0.46511627906976744,0.0,0.0,0.4186046511627907,0.11627906976744186
175,0.47218769422001244,0.022374145431945307,0.0052827843380981974,0.38952765692977004,0.11062771908017402
176,0.4537037037037037,0.028395061728395062,0.0069958847736625515,0.35432098765432096,0.1565843621399177
177,0.4369369369369369,0.02252252252252252,0.02252252252252252,0.36666666666666664,0.15135135135135136
178,0.5825242718446602,0.0,0.0,0.22330097087378642,0.1941747572815534
179,0.42673828707848405,0.08057296329453895,0.04028648164726947,0.3551178752611161,0.09728439271859146
180,0.4268292682926829,0.0,0.0,0.3048780487804878,0.2682926829268293
181,0.43425877422734416,0.00785751702462022,0.0026191723415400735,0.3541121005762179,0.20115243583027764
182,0.4777327935222672,0.0,0.0,0.3805668016194332,0.1417004048582996
183,0.41295546558704455,0.0,0.020242914979757085,0.24696356275303644,0.31983805668016196
184,0.46348012889366275,0.03132832080200501,0.009846043680630146,0.3166845685642678,0.1786609380594343
185,0.35972461273666095,0.11876075731497418,0.06884681583476764,0.2495697074010327,0.20309810671256454
186,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111
187,0.4608619173262973,0.032541776605101144,0.003518029903254178,0.26033421284080915,0.24274406332453827
188,0.4594309799789252,0.035475939585528624,0.005268703898840885,0.3350895679662803,0.164734808570425
189,0.4460431654676259,0.020331560838285894,0.009383797309978105,0.44135126681263687,0.08289020957147325
190,0.43455615942028986,0.022418478260869564,0.020380434782608696,0.3014039855072464,0.2212409420289855
191,0.38663484486873506,0.07637231503579953,0.057279236276849645,0.2840095465393795,0.1957040572792363
192,0.40784313725490196,0.0196078431372549,0.09411764705882353,0.3254901960784314,0.15294117647058825
193,0.44794063506672804,0.03773584905660377,0.011044638748274275,0.3769558214450069,0.12632305568338703
194,0.34523809523809523,0.01984126984126984,0.03968253968253968,0.3492063492063492,0.24603174603174602
195,0.5785123966942148,0.0,0.0,0.19008264462809918,0.23140495867768596
196,0.4769503546099291,0.030141843971631204,0.051418439716312055,0.19858156028368795,0.2429078014184397
197,0.48427672955974843,0.0,0.06289308176100629,0.3710691823899371,0.08176100628930817
198,0.23076923076923078,0.0,0.0,0.2564102564102564,0.5128205128205128
199,0.37777777777777777,0.06944444444444445,0.041666666666666664,0.35555555555555557,0.15555555555555556
200,0.42335362479247374,0.02158273381294964,0.0,0.4028776978417266,0.15218594355285003
201,0.4116766467065868,0.029940119760479042,0.0,0.2994011976047904,0.25898203592814373
202,0.25806451612903225,0.3225806451612903,0.0,0.0,0.41935483870967744
203,0.44889420203227737,0.026598924088463836,0.010759115361625823,0.340406455469217,0.17334130304841602
204,0.4916013437849944,0.014557670772676373,0.005599104143337066,0.30011198208286677,0.1881298992161254
205,0.422680412371134,0.15463917525773196,1.1102230246251565e-16,0.32989690721649484,0.09278350515463918
206,0.3333333333333333,0.16666666666666666,1.1102230246251565e-16,0.3333333333333333,0.16666666666666666
207,0.3512771216698709,0.16314199395770393,0.07223290304861302,0.26668497665476515,0.14666300466904697
208,0.440185546875,0.0482177734375,0.02197265625,0.34271240234375,0.14691162109375
209,0.43006993006993005,0.047785547785547784,0.054778554778554776,0.2762237762237762,0.19114219114219114
210,0.4440380395025604,0.07461594732991954,0.08046817849305048,0.23189465983906365,0.168983174835406
211,0.3972222222222222,0.04537037037037037,0.06388888888888888,0.26944444444444443,0.22407407407407406
212,0.3493975903614458,0.13253012048192772,0.030120481927710843,0.39759036144578314,0.09036144578313253
213,0.25609756097560976,0.06097560975609756,0.17073170731707318,0.17073170731707318,0.34146341463414637
214,0.5,0.0,0.0,0.0,0.5
215,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
216,0.40605520926090827,0.039180765805877114,0.0427426536064114,0.27515583259127335,0.23686553873552982
217,0.42857142857142855,0.14285714285714285,0.0,0.17142857142857143,0.2571428571428571
218,0.40649149922720246,0.0422462648119526,0.02266872746007213,0.2993302421432251,0.22926326635754765
219,0.484,0.02,0.0,0.332,0.164
220,0.4073132577238952,0.07665232694563942,0.028353539303871723,0.3564724286272976,0.13120844739929605
221,0.43726672408842954,0.060867068619006606,0.025265575653172553,0.29055412001148434,0.18604651162790697
222,0.3125,0.0,0.08333333333333333,0.6041666666666666,0.0
223,0.47368421052631576,0.0,0.5263157894736842,0.0,0.0
224,1.0,0.0,0.0,0.0,0.0
225,0.625,0.0,0.0,0.375,0.0
226,0.3765182186234818,0.04554655870445344,0.010121457489878543,0.3491902834008097,0.21862348178137653
227,0.3488372093023256,0.18604651162790697,0.06976744186046512,0.2558139534883721,0.13953488372093023
228,0.4444444444444444,0.050505050505050504,0.0,0.40404040404040403,0.10101010101010101
229,0.37735849056603776,0.0,0.07547169811320754,0.3584905660377358,0.18867924528301888
230,0.4279176201372998,0.05263157894736842,0.032036613272311214,0.30434782608695654,0.18306636155606407
231,0.42324371205550737,0.03512575888985256,0.010841283607979185,0.3876843018213356,0.14310494362532525
232,0.5622317596566524,0.017167381974248927,0.02145922746781116,0.2145922746781116,0.18454935622317598
233,0.48058252427184467,0.0,0.008090614886731391,0.3220064724919094,0.18932038834951456
234,0.430550621669627,0.01705150976909414,0.00497335701598579,0.33676731793960923,0.21065719360568383
235,0.44559932942162617,0.042414082145850796,0.022296730930427493,0.33897736797988265,0.15071248952221292
236,0.44539134335052705,0.05236600134559318,0.026911863646557524,0.3109441578829334,0.16438663377438886
237,0.4791666666666667,0.04006410256410257,0.02403846153846154,0.3141025641025641,0.14262820512820512
238,0.39242761692650335,0.10423162583518931,0.03830734966592428,0.311804008908686,0.15322939866369711
239,0.48222996515679445,0.0132404181184669,0.010452961672473868,0.2905923344947735,0.2034843205574913
240,0.4827044025157233,0.0330188679245283,0.007861635220125786,0.30660377358490565,0.16981132075471697
241,0.4440757128810226,0.061025073746312684,0.014134709931170109,0.3366519174041298,0.1441125860373648
242,0.458547322083639,0.010271460014673514,0.001467351430667645,0.3691856199559795,0.16052824651504036
243,0.44757268780423626,0.031048546243915273,0.009077752927246415,0.35705828180502563,0.15524273121957638
244,0.43386243386243384,0.026455026455026454,0.015466015466015465,0.326007326007326,0.19820919820919822
245,0.4620623501199041,0.025611510791366907,0.010647482014388488,0.34743405275779377,0.15424460431654677
246,0.4101184068891281,0.016146393972012917,0.02583423035522067,0.3207750269106566,0.2271259418729817
247,0.4770479704797048,0.007232472324723248,0.006642066420664207,0.316309963099631,0.19276752767527675
248,0.41592728846570004,0.0707639039169011,0.025102791603549016,0.3665873187621727,0.12161869725167712
249,0.44715447154471544,0.0494579945799458,0.025914634146341462,0.29657859078590787,0.18089430894308944
250,0.5369127516778524,0.0,0.0,0.3422818791946309,0.12080536912751678
251,0.5,0.0,0.0,0.5,0.0
252,0.5172413793103449,0.13793103448275862,0.0,0.3448275862068966,0.0
253,0.504424778761062,0.05530973451327434,0.06415929203539823,0.25442477876106195,0.12168141592920353
254,0.5379746835443038,0.0,0.05063291139240506,0.36075949367088606,0.05063291139240506
255,0.5,0.0,0.0,0.25,0.25
256,0.5,0.0,0.0,0.0,0.5
257,0.6666666666666666,0.16666666666666666,5.551115123125783e-17,5.551115123125783e-17,0.16666666666666666
258,0.4186851211072664,0.058823529411764705,0.01730103806228374,0.22145328719723184,0.2837370242214533
259,0.4296160877513711,0.027422303473491772,0.009140767824497258,0.3711151736745887,0.16270566727605118
260,0.42521839806336176,0.03610146300389433,0.007683401747184507,0.3447005578360173,0.18629617934954215
261,0.4440251572327044,0.005031446540880503,0.00880503144654088,0.4477987421383648,0.09433962264150944
262,0.41402298850574715,0.06459770114942529,0.011494252873563218,0.3547126436781609,0.15517241379310345
263,0.4517975727043737,0.0068697046027020835,0.00572475383558507,0.36684222578429126,0.16876574307304787
264,0.46760259179265656,0.01565874730021598,0.012958963282937365,0.32937365010799136,0.1744060475161987
265,0.4438405797101449,0.0030193236714975845,0.0030193236714975845,0.38768115942028986,0.16243961352657005
266,0.4341389070324407,0.044197692140213365,0.011103853690398433,0.3537992597430873,0.15676028739386022
267,0.46811569688768606,0.015138700947225981,0.007188768606224628,0.3497970230040595,0.1597598105548038
268,0.4374331550802139,0.01818181818181818,0.02727272727272727,0.2695187165775401,0.24759358288770053
269,0.8235294117647058,0.0,0.0,0.0,0.17647058823529413
270,0.46441155743481327,0.0,0.0028188865398167725,0.34249471458773784,0.19027484143763213
271,0.40829986613119146,0.07095046854082998,0.050200803212851405,0.2791164658634538,0.19143239625167335
272,0.49162011173184356,0.0223463687150838,0.05027932960893855,0.22905027932960895,0.20670391061452514
273,0.5918367346938775,0.0,0.0,0.30612244897959184,0.10204081632653061
274,0.4045269878119559,0.03772489843296576,0.005803830528148578,0.3627394080092861,0.18920487521764365
275,0.44975814547777676,0.02966140366888747,0.011910194396276353,0.41922971616318333,0.08944054029387606
276,0.4297872340425532,0.005319148936170213,0.0,0.30531914893617024,0.25957446808510637
277,0.45558375634517767,0.030456852791878174,0.01903553299492386,0.27411167512690354,0.22081218274111675
278,0.4146620847651776,0.043528064146620846,0.014891179839633447,0.35624284077892326,0.1706758304696449
279,0.4182330827067669,0.009398496240601503,0.040413533834586464,0.3101503759398496,0.22180451127819548
280,0.5033557046979866,0.0,0.0,0.33557046979865773,0.1610738255033557
281,0.4836879432624113,0.0070921985815602835,0.0,0.3404255319148936,0.16879432624113475
282,0.44515612489991996,0.03682946357085669,0.016012810248198558,0.3354683746997598,0.16653322658126501
283,0.5093525179856115,0.014388489208633094,0.02877697841726619,0.22446043165467625,0.22302158273381295
284,0.39851485148514854,0.03217821782178218,0.007425742574257425,0.34075907590759075,0.22112211221122113
285,0.46537396121883656,0.024930747922437674,0.0,0.3628808864265928,0.14681440443213298
286,0.3707865168539326,0.0,0.0,0.42696629213483145,0.20224719101123595
287,0.2,0.13333333333333333,0.0,0.3333333333333333,0.3333333333333333
288,0.41696364932287955,0.06486101211689238,0.037776193870277974,0.2694226657163222,0.21097647897362795
289,0.41025641025641024,0.0,0.0,0.358974358974359,0.23076923076923078
290,0.4625,0.03125,0.015625,0.396875,0.09375
291,0.41832669322709165,0.053500284575981785,0.035287421741605006,0.3016505406943654,0.19123505976095617
292,0.5121951219512195,0.04878048780487805,0.0,0.23170731707317074,0.2073170731707317
293,0.4297135243171219,0.022651565622918056,0.009993337774816789,0.38974017321785476,0.14790139906728847
294,0.6190476190476191,0.06349206349206349,0.0,0.0,0.31746031746031744
295,0.4367287684490685,0.036535204451971934,0.013791434793128478,0.36438422453423663,0.14856036777159448
296,0.4267799352750809,0.045307443365695796,0.013754045307443365,0.33859223300970875,0.1755663430420712
297,0.33760683760683763,0.10683760683760683,0.042735042735042736,0.29914529914529914,0.21367521367521367
298,0.20833333333333334,0.375,0.0,0.0,0.4166666666666667
299,0.41379310344827586,0.03978779840848806,0.026525198938992044,0.3395225464190981,0.18037135278514588
300,0.4198473282442748,0.03816793893129771,0.0,0.3282442748091603,0.21374045801526717
301,0.34490238611713664,0.08676789587852494,0.03036876355748373,0.3210412147505423,0.21691973969631237
302,0.25,0.0,0.0,0.25,0.5
303,0.35889070146818924,0.03099510603588907,0.01631321370309951,0.4159869494290375,0.17781402936378465
304,0.47586206896551725,0.017241379310344827,0.0,0.3620689655172414,0.14482758620689656
305,0.45640107430617727,0.006982990152193375,0.005013428827215756,0.43025962399283796,0.10134288272157566
306,0.5035971223021583,0.0051387461459403904,0.0051387461459403904,0.28879753340184994,0.197327852004111
307,0.4788135593220339,0.05614406779661017,0.024364406779661018,0.2934322033898305,0.1472457627118644
308,0.48021828103683495,0.027285129604365622,0.027285129604365622,0.31923601637107774,0.14597544338335608
309,0.4805013927576602,0.012534818941504178,0.0,0.2924791086350975,0.21448467966573817
310,0.39221064179923204,0.10093252879868349,0.021393307734503566,0.33571036752605593,0.14975315414152496
311,0.3293051359516616,0.012084592145015106,0.012084592145015106,0.42900302114803623,0.2175226586102719
312,0.4631449631449631,0.012285012285012284,0.04914004914004914,0.2751842751842752,0.20024570024570024
313,0.45901639344262296,0.08196721311475409,0.08196721311475409,0.3770491803278688,0.0
314,0.36363636363636365,0.021645021645021644,0.0,0.36363636363636365,0.2510822510822511
315,0.4586363636363636,0.026818181818181817,0.015909090909090907,0.3618181818181818,0.1368181818181818
316,0.7014925373134329,0.0,0.0,0.22388059701492538,0.07462686567164178
317,0.47397512666973746,0.0018424689083371719,0.0,0.3325656379548595,0.19161676646706588
318,0.5170940170940171,0.0,0.0,0.2863247863247863,0.19658119658119658
319,0.4400696286472148,0.026276525198938992,0.005470822281167109,0.41578249336870027,0.11240053050397877
320,0.39167556029882605,0.03628601921024546,0.014941302027748132,0.4023479188900747,0.15474919957310565
321,0.42560175054704596,0.04923413566739606,0.02735229759299781,0.35557986870897157,0.1422319474835886
322,0.4628616106333073,0.01563721657544957,0.010164190774042221,0.3565285379202502,0.15480844409695074
323,0.4205103042198234,0.033856722276741906,0.026987242394504417,0.36408243375858684,0.15456329735034346
324,0.40261437908496733,0.06405228758169934,0.03137254901960784,0.403921568627451,0.09803921568627451
325,0.47769516728624534,0.04956629491945477,0.01858736059479554,0.23915737298636927,0.21499380421313508
